Date,Close,High,Low,Open,Volume,SMA_7,SMA_30,Pct_Change,Volatility,RSI,Target_Next_Close,Target_Direction
2020-02-11,10208.236328125,10210.052734375,9729.3349609375,9855.8916015625,37648059389,9883.687081473214,9127.466145833334,0.03567402510806805,210.2041793829884,69.35904339351434,10326.0546875,1
2020-02-12,10326.0546875,10393.611328125,10202.3876953125,10202.3876953125,43444303830,9985.491489955357,9200.19482421875,0.011541499979814906,229.20612696405024,72.23107129292164,10214.3798828125,0
2020-02-13,10214.3798828125,10457.626953125,10116.1611328125,10323.9609375,49356071373,10054.71693638393,9246.41533203125,-0.010814856987217514,211.6129375597311,66.10756394269109,10312.1162109375,1
2020-02-14,10312.1162109375,10321.99609375,10125.5341796875,10211.55078125,43338264162,10128.45591517857,9296.585514322916,0.009568503349817403,195.75017049073838,72.58427718799126,9889.4248046875,0
2020-02-15,9889.4248046875,10341.5556640625,9874.427734375,10313.8564453125,43865054831,10131.928152901786,9335.44013671875,-0.0409897830477971,190.44421553724914,59.894460027095256,9934.43359375,1
2020-02-16,9934.43359375,10053.96875,9722.38671875,9889.1796875,43374780305,10105.893833705357,9368.9533203125,0.004551203932625647,204.79294479530714,61.77437810518702,9690.142578125,0
2020-02-17,9690.142578125,9938.8154296875,9507.6376953125,9936.560546875,45998298413,10082.112583705357,9393.864453125,-0.024590331529186438,244.4004246432783,57.34707256767288,10141.99609375,1
2020-02-18,10141.99609375,10161.935546875,9632.3828125,9691.23046875,47271023953,10072.649693080357,9441.722819010416,0.0466302236506857,239.94493019957014,65.81441256593504,9633.38671875,0
2020-02-19,9633.38671875,10191.67578125,9611.2236328125,10143.798828125,46992019710,9973.69712611607,9474.247623697916,-0.05014884351152826,260.012183377961,50.3204706130235,9608.4755859375,0
2020-02-20,9608.4755859375,9643.216796875,9507.900390625,9629.3251953125,44925260237,9887.139369419643,9503.000325520834,-0.0025859164113087862,267.2860142116923,47.99338439324097,9686.44140625,1
2020-02-21,9686.44140625,9723.0146484375,9589.7431640625,9611.7822265625,40930547513,9797.757254464286,9536.519173177083,0.008114275736580634,196.8083245341946,48.196001181536374,9663.181640625,0
2020-02-22,9663.181640625,9698.2314453125,9600.728515625,9687.70703125,35838025154,9765.436802455357,9578.408040364584,-0.002401270461409255,197.81998314360078,46.62205959226346,9924.515625,1
2020-02-23,9924.515625,9937.404296875,9657.791015625,9663.318359375,41185185761,9764.019949776786,9627.7107421875,0.02704430011708836,196.43853084333307,46.796126369099525,9650.1748046875,0
2020-02-24,9650.1748046875,9951.74609375,9537.04296875,9921.5830078125,45080496648,9758.310267857143,9670.45498046875,-0.027642741538078885,199.50072102801312,46.57437281939175,9341.705078125,0
2020-02-25,9341.705078125,9652.7373046875,9305.021484375,9651.3125,42515259129,9643.982979910714,9695.284147135417,-0.031965195740564556,170.12407035286304,35.41175913540644,8820.5224609375,0
2020-02-26,8820.5224609375,9354.7783203125,8704.4267578125,9338.2900390625,50420050762,9527.85951450893,9692.307584635417,-0.05579095174048332,355.2547271370147,27.684771019448576,8784.494140625,0
2020-02-27,8784.494140625,8932.892578125,8577.19921875,8825.09375,45470195695,9410.147879464286,9673.171061197916,-0.0040846016176541156,448.39276902101574,28.31983989703943,8672.455078125,0
2020-02-28,8672.455078125,8890.4560546875,8492.9326171875,8788.728515625,44605450443,9265.292689732143,9651.698567708334,-0.012754184897438958,504.5307764183426,25.246552161848257,8599.5087890625,0
2020-02-29,8599.5087890625,8775.6318359375,8599.5087890625,8671.212890625,35792392544,9113.339425223214,9621.382421875,-0.008411261679117432,524.5048218881625,28.22735643354804,8562.4541015625,0
2020-03-01,8562.4541015625,8726.796875,8471.212890625,8599.7587890625,35349164300,8918.759207589286,9595.113248697917,-0.0043089307085921735,414.54180211063493,26.779847473992533,8869.669921875,1
2020-03-02,8869.669921875,8921.30859375,8532.630859375,8563.2646484375,42857674409,8807.258510044643,9577.673079427082,0.03587941221856461,261.8789725571747,36.40345880275399,8787.7861328125,0
2020-03-03,8787.7861328125,8901.5986328125,8704.990234375,8865.3876953125,42386715821,8728.127232142857,9559.120442708334,-0.009231886844013548,117.18738765414867,24.42224087207532,8755.24609375,0
2020-03-04,8755.24609375,8843.3662109375,8712.431640625,8788.5419921875,34746706368,8718.802036830357,9541.1779296875,-0.0037028710724991143,111.04589323695673,29.77726602137382,9078.7626953125,1
2020-03-05,9078.7626953125,9142.0546875,8757.25390625,8760.28515625,39698054597,8760.840401785714,9537.771256510418,0.03695117168590434,176.480781147152,39.2761002937069,9122.5458984375,1
2020-03-06,9122.5458984375,9167.6953125,9032.0791015625,9078.30859375,40826885651,8825.139090401786,9521.408658854167,0.004822595830994203,216.39140773574024,38.42386416626137,8909.9541015625,0
2020-03-07,8909.9541015625,9163.220703125,8890.744140625,9121.6005859375,36216930370,8869.48842075893,9494.080403645834,-0.02330399860322019,192.98875596131538,35.65240845633714,8108.1162109375,0
2020-03-08,8108.1162109375,8914.34375,8105.2529296875,8908.2060546875,39973102121,8804.5830078125,9437.819498697916,-0.08999349283790192,336.50075281755926,21.30881060380989,7923.64453125,0
2020-03-09,7923.64453125,8177.79345703125,7690.09814453125,8111.146484375,46936995808,8669.4365234375,9373.103678385416,-0.022751484424786028,469.6383053858811,21.931462591784083,7909.7294921875,0
2020-03-10,7909.7294921875,8136.9453125,7814.76318359375,7922.14697265625,42213940994,8543.99986049107,9299.5388671875,-0.0017561412564156553,544.1152567437431,24.25436774493275,7911.43017578125,1
2020-03-11,7911.43017578125,7950.814453125,7642.8125,7910.08984375,38682762605,8423.45472935268,9234.699495442708,0.00021501160000858555,581.6886352375941,29.90090040100587,4970.7880859375,0
2020-03-12,4970.7880859375,7929.1162109375,4860.35400390625,7913.6162109375,53980357243,7836.601213727678,9060.117887369792,-0.37169538560117077,1360.812814024455,13.089395224234735,5563.70703125,1
2020-03-13,5563.70703125,5838.11474609375,4106.98095703125,5017.8310546875,74156772075,7328.195661272322,8901.372965494791,0.11928067241286833,1461.3880320386231,22.474430385088098,5200.3662109375,0
2020-03-14,5200.3662109375,5625.2265625,5125.0693359375,5573.07763671875,36154506008,6798.254534040178,8734.239176432291,-0.06530552710121185,1464.7960665267124,21.375222433354693,5392.31494140625,1
2020-03-15,5392.31494140625,5836.64501953125,5169.283203125,5201.06689453125,33997889639,6410.282924107143,8570.24580078125,0.036910617960911996,1418.9808451729216,23.982441355304886,5014.47998046875,0
2020-03-16,5014.47998046875,5385.2294921875,4575.35791015625,5385.2294921875,45368026430,5994.68798828125,8407.747639973959,-0.07006915676163483,1324.764650954567,18.72273192309767,5225.62939453125,1
2020-03-17,5225.62939453125,5371.3486328125,4981.9091796875,5002.578125,38622642935,5611.2451171875,8250.7875,0.04210793838741411,1034.800817685989,21.69383262629644,5238.4384765625,1
2020-03-18,5238.4384765625,5331.833984375,5069.3359375,5227.11376953125,37878801016,5229.38916015625,8102.39736328125,0.0024512036855608432,205.06587469069297,21.96628522497275,6191.19287109375,1
2020-03-19,6191.19287109375,6329.73583984375,5236.96875,5245.41650390625,51000731797,5403.732700892857,7970.703922526041,0.18187755736638023,386.81051545211125,29.0807311577433,6198.7783203125,1
2020-03-20,6198.7783203125,6844.26171875,5865.78173828125,6191.65380859375,54442976103,5494.457170758928,7856.216975911459,0.001225199953657663,491.02333511143786,28.706815510578323,6185.06640625,0
2020-03-21,6185.06640625,6378.13525390625,5932.8232421875,6206.521484375,42494390880,5635.128627232143,7742.103336588541,-0.00221203491300348,532.0645177946874,29.56320258048639,5830.2548828125,0
2020-03-22,5830.2548828125,6359.697265625,5823.7138671875,6185.55810546875,40099664740,5697.691476004465,7613.563785807291,-0.05736583896317804,524.4477898773553,31.6880244753186,6416.31494140625,1
2020-03-23,6416.31494140625,6443.9345703125,5785.00439453125,5831.37451171875,46491916000,5897.95361328125,7505.334895833334,0.10052048673231173,486.34353048209175,38.61736969183971,6734.8037109375,1
2020-03-24,6734.8037109375,6789.02294921875,6411.06640625,6436.642578125,48221910672,6113.549944196428,7399.011165364584,0.04963733427047878,472.95277483620094,41.517708395757175,6681.06298828125,0
2020-03-25,6681.06298828125,6892.51123046875,6536.92626953125,6738.716796875,44590107888,6319.63916015625,7300.040771484375,-0.007979552925792555,316.50370804279765,41.18369874087227,6716.4404296875,1
2020-03-26,6716.4404296875,6735.4638671875,6590.962890625,6675.1708984375,35319797642,6394.674525669643,7212.531949869792,0.005295181540467819,342.19590856034176,71.43202615272429,6469.79833984375,0
2020-03-27,6469.79833984375,6793.83642578125,6466.70166015625,6719.38916015625,34585598367,6433.391671316965,7134.174479166667,-0.03672214358569481,331.50248405952976,62.1582019796967,6242.19384765625,0
2020-03-28,6242.19384765625,6467.5009765625,6117.837890625,6467.25390625,34885225901,6441.552734375,7049.431136067708,-0.035179534234601295,325.00982843502527,64.50803664109431,5922.04296875,0
2020-03-29,5922.04296875,6250.46728515625,5920.0859375,6245.62451171875,28373690931,6454.665318080357,6957.750732421875,-0.051288198783903005,296.8698047323639,57.12244882149166,6429.841796875,1
2020-03-30,6429.841796875,6517.19580078125,5903.234375,5925.53857421875,37101651525,6456.597726004465,6885.428499348958,0.08574723804008189,296.6224879602247,68.38760245198397,6438.64453125,1
2020-03-31,6438.64453125,6504.51513671875,6374.162109375,6430.6064453125,32786468812,6414.289271763393,6814.634847005208,0.0013690436954885143,270.27859461110745,66.63333199869679,6606.7763671875,1
2020-04-01,6606.7763671875,6612.57373046875,6202.37353515625,6437.3193359375,40346426266,6403.676897321428,6739.205061848958,0.026112924097839496,259.2932126861777,67.9965789009276,6793.62451171875,1
2020-04-02,6793.62451171875,7088.24755859375,6595.91845703125,6606.7763671875,47660646124,6414.703194754465,6672.7330078125,0.028281287899985408,275.9181282618701,59.922270800514575,6733.38720703125,0
2020-04-03,6733.38720703125,7003.220703125,6673.3359375,6797.396484375,38976504903,6452.358747209822,6605.337711588541,-0.008866740365705117,301.49165861169786,58.655091962017096,6867.52734375,1
2020-04-04,6867.52734375,6878.95361328125,6696.48486328125,6738.3828125,33185988584,6541.692103794643,6531.629866536458,0.01992164308903499,320.8623431817229,60.63409221427534,6791.12939453125,0
2020-04-05,6791.12939453125,6883.4140625,6715.92919921875,6862.53759765625,29510409856,6665.847307477678,6453.915983072917,-0.011124520572645125,177.04433007479676,66.39481809806644,7271.78125,1
2020-04-06,7271.78125,7271.78125,6782.8896484375,6788.0498046875,46896904615,6786.124372209822,6399.310221354167,0.0707764242948763,257.63653481586203,65.14092595322859,7176.41455078125,0
2020-04-07,7176.41455078125,7427.939453125,7136.71435546875,7273.64404296875,44243482668,6891.520089285715,6368.253499348958,-0.013114627068677276,242.2415763247535,58.486343598115326,7334.0986328125,1
2020-04-08,7334.0986328125,7356.2236328125,7153.3056640625,7179.283203125,37563249549,6995.423270089285,6348.601969401042,0.02197254365887824,255.37931619783808,62.06717652410906,7302.08935546875,0
2020-04-09,7302.08935546875,7341.4482421875,7179.09423828125,7337.96630859375,34815139178,7068.061104910715,6328.347298177084,-0.004364445986660415,260.6719312850631,60.83545285872587,6865.4931640625,0
2020-04-10,6865.4931640625,7303.8154296875,6802.47509765625,7303.8154296875,43622840992,7086.933384486607,6293.482731119791,-0.05979058460566089,236.02017807178552,56.840202462085635,6859.0830078125,0
2020-04-11,6859.0830078125,6926.06982421875,6789.9208984375,6867.4404296875,31222085946,7085.72705078125,6356.425895182291,-0.0009336774645052337,237.34635152521383,61.54692906957848,6971.091796875,1
2020-04-12,6971.091796875,7119.947265625,6811.078125,6858.06787109375,35759567632,7111.435965401785,6403.338720703125,0.016329994685138294,208.05711068012724,71.29543358610228,6845.03759765625,0
2020-04-13,6845.03759765625,6965.61669921875,6668.259765625,6965.61669921875,38619308647,7050.472586495535,6458.161100260417,-0.018082418492216368,215.62634072947978,59.9742456627824,6842.427734375,0
2020-04-14,6842.427734375,6958.55712890625,6793.8212890625,6843.28173828125,34110434052,7002.760184151785,6506.498193359375,-0.0003812781513637953,220.0205602749227,59.729028918327494,6642.10986328125,0
2020-04-15,6642.10986328125,6928.66455078125,6633.40283203125,6845.5615234375,32288311031,6903.904645647322,6560.752522786458,-0.029275847531044064,200.96883904154112,50.838346482253534,7116.80419921875,1
2020-04-16,7116.80419921875,7134.45068359375,6555.50439453125,6640.4541015625,46783242377,6877.435337611607,6623.791682942709,0.07146740203164859,143.87589124794445,56.7464629262153,7096.1845703125,0
2020-04-17,7096.1845703125,7167.18310546875,7050.33203125,7116.552734375,32513423567,6910.391252790178,6685.716552734375,-0.002897315751431484,165.4829283117003,57.70086951402608,7257.6650390625,1
2020-04-18,7257.6650390625,7269.95654296875,7089.2470703125,7092.29150390625,32447188386,6967.33154296875,6721.265625,0.02275595669052466,207.99790362948912,58.18619059699002,7189.4248046875,0
2020-04-19,7189.4248046875,7280.52197265625,7167.0546875,7260.92236328125,31311210215,6998.52197265625,6754.287174479166,-0.009402505352301915,224.38068267580763,58.38607168742515,6881.95849609375,0
2020-04-20,6881.95849609375,7240.29052734375,6835.5029296875,7186.87353515625,37747113936,7003.79638671875,6777.516910807291,-0.04276646838190479,220.57311680470252,41.14666215400093,6880.3232421875,0
2020-04-21,6880.3232421875,6934.5517578125,6834.4423828125,6879.7841796875,32589741511,7009.210030691965,6812.519189453125,-0.00023761461322069355,216.37761044655292,42.9763838224771,7117.20751953125,1
2020-04-22,7117.20751953125,7145.86572265625,6867.78173828125,6879.4404296875,33249153866,7077.081124441965,6835.882275390625,0.034429236680519004,144.6669444679886,45.041416324200476,7429.724609375,1
2020-04-23,7429.724609375,7491.78515625,7081.5947265625,7121.30615234375,43500782316,7121.784040178572,6859.046305338542,0.043910071328696176,197.63695631078053,52.58629099649728,7550.90087890625,1
2020-04-24,7550.90087890625,7574.19580078125,7434.181640625,7434.181640625,34636526286,7186.743512834822,6888.040901692709,0.016309658285092787,254.39798079862257,65.9240513566439,7569.93603515625,1
2020-04-25,7569.93603515625,7641.36376953125,7521.67236328125,7550.48291015625,32941541447,7231.353655133928,6916.490755208333,0.002520911948821203,293.3104693311236,66.41890274862087,7679.8671875,1
2020-04-26,7679.8671875,7700.59423828125,7561.40771484375,7570.13916015625,33070154491,7301.416852678572,6956.826383463542,0.014522071498782596,336.95464264000805,66.38664189732887,7795.60107421875,1
2020-04-27,7795.60107421875,7795.60107421875,7679.4189453125,7679.4189453125,36162144725,7431.937220982143,7008.606624348959,0.015069777105927384,324.1024409287019,72.08207539208293,7807.05859375,1
2020-04-28,7807.05859375,7814.52734375,7730.806640625,7796.97021484375,33187959921,7564.327985491072,7071.440478515625,0.001469741643032707,239.44422256217288,72.31712860666102,8801.0380859375,1
2020-04-29,8801.0380859375,8871.75390625,7786.04931640625,7806.71240234375,60201052203,7804.875209263393,7150.480354817709,0.1273180520232342,459.79988540749804,86.53192950218416,8658.5537109375,0
2020-04-30,8658.5537109375,9440.650390625,8533.255859375,8797.669921875,66964629541,7980.422223772322,7224.477327473958,-0.01618949646720247,522.9415740512856,79.39307067046299,8864.7666015625,1
2020-05-01,8864.7666015625,9048.0234375,8667.763671875,8672.7822265625,44068389997,8168.117327008928,7299.743668619792,0.023816089558295506,576.1622412723605,81.48921697908494,8988.5966796875,1
2020-05-02,8988.5966796875,9007.1875,8811.3662109375,8869.0576171875,40134388683,8370.783133370536,7372.909407552083,0.013968791699848548,580.1765645588462,81.23766776944447,8897.46875,0
2020-05-03,8897.46875,9167.78125,8830.9716796875,8983.6142578125,47101785174,8544.72621372768,7445.045458984375,-0.010138170944239966,517.6660127368291,80.57206482049561,8912.654296875,1
2020-05-04,8912.654296875,8956.90625,8645.0244140625,8895.7451171875,45718796276,8704.305245535714,7513.216357421875,0.0017067266322232655,409.02178679375385,90.59457809063221,9003.0703125,1
2020-05-05,9003.0703125,9062.4150390625,8856.8271484375,8912.83203125,43148462663,8875.1640625,7586.947721354167,0.010144678859214995,118.07680846816892,90.98012126851954,9268.76171875,1
2020-05-06,9268.76171875,9411.4677734375,8966.7060546875,9007.44140625,49371886931,8941.981724330357,7653.513736979166,0.029511199738283755,183.4053122026848,91.07934187030685,9951.5185546875,1
2020-05-07,9951.5185546875,9992.6640625,9138.322265625,9261.8955078125,61112700562,9126.690987723214,7746.017203776041,0.07366214135771076,387.69310037166844,92.18431400095729,9842.666015625,0
2020-05-08,9842.666015625,9996.7431640625,9767.1728515625,9936.162109375,51780748042,9266.390904017857,7829.636116536459,-0.010938284289408906,448.93188619933517,88.49513087590758,9593.896484375,0
2020-05-09,9593.896484375,9913.86328125,9580.64453125,9840.90625,46566121841,9352.8623046875,7906.0296875,-0.025274608612654736,444.78237803003685,81.56097208870057,8756.4306640625,0
2020-05-10,8756.4306640625,9595.5810546875,8395.107421875,9591.1689453125,63325279337,9332.71400669643,7969.0609375,-0.0872915214038874,471.25610831416657,63.68293549340814,8601.7958984375,0
2020-05-11,8601.7958984375,9033.470703125,8374.3232421875,8755.53515625,57119858802,9288.3056640625,8027.1513671875,-0.017659566044374797,528.5956760823253,60.146265676567864,8804.4775390625,1
2020-05-12,8804.4775390625,8949.8984375,8569.6435546875,8610.3857421875,42142717533,9259.935267857143,8088.264225260416,0.023562712138033515,551.29795720821,61.97643682837843,9269.9873046875,1
2020-05-13,9269.9873046875,9317.87890625,8805.3876953125,8805.3876953125,45558144023,9260.1103515625,8169.095882161459,0.05287193516704303,551.3014221459106,56.449372178591055,9733.7216796875,1
2020-05-14,9733.7216796875,9793.2685546875,9255.03515625,9271.3291015625,56426907637,9228.996512276786,8265.472347005209,0.05002535168149658,510.40595578009044,63.58609459321384,9328.197265625,0
2020-05-15,9328.197265625,9755.828125,9261.3984375,9734.291015625,48158802327,9155.5009765625,8355.00859375,-0.04166180495059313,439.41719203023615,55.57519874039252,9377.013671875,1
2020-05-16,9377.013671875,9564.205078125,9260.6943359375,9333.240234375,36164766408,9124.51771763393,8430.348909505208,0.005233209039209763,410.016733091063,54.758651054110736,9670.7392578125,1
2020-05-17,9670.7392578125,9823.001953125,9349.5458984375,9374.9296875,40084250663,9255.133231026786,8516.167399088541,0.03132400103227817,418.753971934199,59.02559513971607,9726.5751953125,1
2020-05-18,9726.5751953125,9906.0302734375,9570.359375,9675.6953125,41827139896,9415.815987723214,8598.464404296876,0.005773698991511145,333.3678027598931,59.410762971238206,9729.0380859375,1
2020-05-19,9729.0380859375,9836.0478515625,9539.6240234375,9727.0634765625,39254288955,9547.896065848214,8683.118180338543,0.00025321252090737545,211.76319566837034,58.568090403783934,9522.9814453125,0
2020-05-20,9522.9814453125,9804.7939453125,9447.201171875,9725.3291015625,36546239703,9584.0380859375,8771.152278645834,-0.02117954918100662,174.7882746409203,53.043215789497076,9081.76171875,0
2020-05-21,9081.76171875,9555.2421875,8869.9306640625,9522.740234375,39326160532,9490.900948660714,8844.533561197917,-0.04633209978369557,242.37035439180323,38.94926641614577,9182.5771484375,1
2020-05-22,9182.5771484375,9232.9365234375,9008.638671875,9080.3349609375,29810773699,9470.098074776786,8913.379215494791,0.01110086707949609,263.95141361809164,41.5960484465152,9209.287109375,1
2020-05-23,9209.287109375,9302.501953125,9118.1083984375,9185.0625,27727866812,9446.137137276786,8972.697965494792,0.0029087652089092586,280.8798261519833,44.80986094791991,8790.3681640625,0
2020-05-24,8790.3681640625,9288.404296875,8787.2509765625,9212.283203125,32518803300,9320.369838169643,9014.013541666667,-0.045488748514099786,351.71622070533135,50.51629373833392,8906.9345703125,1
2020-05-25,8906.9345703125,8951.005859375,8719.66796875,8786.107421875,31288157264,9203.2783203125,9058.580159505209,0.013260696716498988,329.6914626084439,54.69649582269166,8835.052734375,0
2020-05-26,8835.052734375,8991.9677734375,8757.2939453125,8909.5859375,29584186947,9075.566127232143,9097.086344401041,-0.008070322664891605,257.2847593169115,50.49033626145421,9181.017578125,1
2020-05-27,9181.017578125,9203.3203125,8834.1572265625,8837.380859375,32740536902,9026.714146205357,9143.26689453125,0.039158209254817056,178.6087966998158,48.516297520252,9525.7509765625,1
2020-05-28,9525.7509765625,9546.3193359375,9148.45703125,9184.9453125,34367073114,9090.141183035714,9200.556640625,0.037548495632866885,261.16827696385934,46.388434960218206,9439.1240234375,0
2020-05-29,9439.1240234375,9573.6669921875,9379.3388671875,9528.35546875,32896642044,9126.790736607143,9221.826171875,-0.009093976247976698,292.43104603475064,52.16625479683101,9700.4140625,1
2020-05-30,9700.4140625,9704.0302734375,9366.7294921875,9438.9140625,32722975141,9196.951729910714,9256.554850260416,0.02768159825145977,365.3481476001109,55.83163928721865,9461.05859375,0
2020-05-31,9461.05859375,9700.34375,9432.296875,9700.10546875,27773290299,9292.7646484375,9276.43125,-0.024674768232348376,326.86823179527715,46.143361972869734,10167.2685546875,1
2020-06-01,10167.2685546875,10199.5654296875,9450.8994140625,9463.60546875,35198901068,9472.81236049107,9315.7203125,0.07464386293982206,414.3326015598889,56.5407819428211,9529.8037109375,0
2020-06-02,9529.8037109375,10182.3408203125,9460.5712890625,10162.9736328125,39137252109,9572.0625,9336.79814453125,-0.06269774820259899,304.84574521838607,47.51194295674096,9656.7177734375,1
2020-06-03,9656.7177734375,9682.859375,9471.8466796875,9533.7607421875,25007459262,9640.01967075893,9361.600260416666,0.013317594606312655,251.49841459412968,51.703789926705646,9800.63671875,1
2020-06-04,9800.63671875,9887.6103515625,9525.2470703125,9655.8544921875,25921805072,9679.2890625,9388.185807291668,0.014903505382374727,252.14236091216986,59.90903579232119,9665.533203125,0
2020-06-05,9665.533203125,9869.2373046875,9663.216796875,9800.2158203125,23509628646,9711.633231026786,9401.4115234375,-0.013785177382049874,229.72504652794768,56.59477071714682,9653.6796875,0
2020-06-06,9653.6796875,9773.431640625,9591.0244140625,9664.904296875,20438419222,9704.95689174107,9391.483561197916,-0.0012263695520872142,230.78211619573088,56.092906725336775,9758.8525390625,1
2020-06-07,9758.8525390625,9768.498046875,9458.150390625,9653.0029296875,25015250846,9747.49888392857,9388.689778645834,0.010894586827723485,204.25144808828387,64.52847160164663,9771.4892578125,1
2020-06-08,9771.4892578125,9782.306640625,9675.8857421875,9760.0634765625,21486346312,9690.958984375,9394.609537760416,0.0012948980117710729,93.36627169049443,63.386817862074516,9795.7001953125,1
2020-06-09,9795.7001953125,9836.369140625,9664.7197265625,9774.3603515625,23717842783,9728.94419642857,9429.25185546875,0.0024777121338637187,67.3339054079926,65.09760695141615,9870.0947265625,1
2020-06-10,9870.0947265625,9908.896484375,9728.291015625,9794.119140625,25706567601,9759.42661830357,9471.528483072916,0.007594610876882513,76.81763966303649,61.84027844198941,9321.78125,0
2020-06-11,9321.78125,9938.2978515625,9263.0693359375,9870.078125,30247143440,9691.01869419643,9488.771940104167,-0.05555301055894357,179.1104808186945,46.72439431915736,9480.84375,1
2020-06-12,9480.84375,9540.4658203125,9285.8515625,9320.6904296875,22610564515,9664.634486607143,9495.80048828125,0.01706353064227928,196.2712825303462,50.65475546406086,9475.27734375,0
2020-06-13,9475.27734375,9493.2119140625,9396.009765625,9480.7353515625,17564322315,9639.1484375,9487.185677083333,-0.0005871213994007585,209.09481386464478,46.15830950954207,9386.7880859375,0
2020-06-14,9386.7880859375,9482.2705078125,9347.59375,9477.5537109375,18991732746,9585.996372767857,9489.138704427083,-0.009338962291258746,220.5691608556436,48.663868602238566,9450.7021484375,1
2020-06-15,9450.7021484375,9504.8603515625,8990.17578125,9386.03515625,26699704768,9540.169642857143,9491.594986979168,0.006808938469139436,208.6068154999484,33.23441350013526,9538.0244140625,1
2020-06-16,9538.0244140625,9579.4306640625,9400.4453125,9454.2666015625,21565537209,9503.358816964286,9487.171158854168,0.009239764861221245,176.22159406375155,50.25902207933991,9480.2548828125,0
2020-06-17,9480.2548828125,9540.4228515625,9327.33984375,9533.7841796875,20177709879,9447.667410714286,9478.960481770833,-0.006056760681470541,71.47509654879752,44.18661213753592,9411.8408203125,0
2020-06-18,9411.8408203125,9482.7822265625,9328.3955078125,9481.5673828125,17770083003,9460.53306361607,9468.387239583333,-0.007216479234543938,49.8826631677941,36.52095661200255,9288.0185546875,0
2020-06-19,9288.0185546875,9440.8759765625,9274.2958984375,9410.2939453125,19632223107,9432.986607142857,9460.555143229167,-0.013156009327927487,80.58821405571099,36.80888018371852,9332.3408203125,1
2020-06-20,9332.3408203125,9394.9716796875,9247.3798828125,9290.9599609375,17130541557,9412.567103794643,9468.907779947916,0.004771982890003024,86.01272837313802,39.0208957693958,9303.6298828125,0
2020-06-21,9303.6298828125,9401.107421875,9300.4306640625,9330.9267578125,15324301169,9400.68736049107,9472.94287109375,-0.0030764990320015784,95.39741339965633,33.58906547925838,9648.7177734375,1
2020-06-22,9648.7177734375,9655.0732421875,9296.8720703125,9300.9150390625,21104009514,9428.975306919643,9487.590559895832,0.03709174751916078,134.17659398537583,46.4298168988326,9629.658203125,0
2020-06-23,9629.658203125,9670.541015625,9547.2470703125,9644.076171875,17006433272,9442.065848214286,9515.56689453125,-0.0019753474772544743,150.11247527665518,45.157004906599155,9313.6103515625,0
2020-06-24,9313.6103515625,9680.3671875,9278.2333984375,9632.1494140625,18961716076,9418.259486607143,9529.12275390625,-0.03282025643027875,156.13975774277253,35.774229046296156,9264.8134765625,0
2020-06-25,9264.8134765625,9340.1611328125,9095.32421875,9314.126953125,18616048626,9397.255580357143,9543.448111979167,-0.005239308190707503,166.68036970258277,48.044207252676955,9162.91796875,0
